authors,category/genre,description,id_book,image_url,isbn,language,num_pages,published_date,publisher,reviews,sub_category,title,ratings_count,reviews_count,text_reviews_count,average_rating
"['Nik Ripken', 'Gregg Lewis']",Religion,"The Insanity of God is the personal and lifelong journey of an ordinary couple from rural Kentucky who thought they were going on just your ordinary missionary pilgrimage, but discovered it would be anything but. After spending over six hard years doing relief work in Somalia, and experiencing life where it looked like God had turned away completely and He was clueless about the tragedies of life, the couple had a crisis of faith and left Africa asking God, ""Does the gospel work anywhere when it is really a hard place? It sure didn't work in Somalia. Nik recalls that, “God had always been so real to me, to Ruth, and to our boys. But was He enough, for the utter weariness of soul I experienced at that time, in that place, under those circumstances?” It is a question that many have asked and one that, if answered, can lead us to a whole new world of faith. How does faith survive, let alone flourish in a place like the Middle East? How can Good truly overcome such evil? How do you maintain hope when all is darkness around you? How can we say “greater is He that is in me than he that is in the world” when it may not be visibly true in that place at that time? How does anyone live an abundant, victorious Christian life in our world’s toughest places? Can Christianity even work outside of Western, dressed-up, ordered nations? If so, how? The Insanity of God tells a story—a remarkable and unique story to be sure, yet at heart a very human story—of the Ripkens’ own spiritual and emotional odyssey. The gripping, narrative account of a personal pilgrimage into some of the toughest places on earth, combined with sobering and insightful stories of the remarkable people of faith Nik and Ruth encountered on their journeys, will serve as a powerful course of revelation, growth, and challenge for anyone who wants to know whether God truly is enough.",cUi5AwAAQBAJ,http://books.google.com/books/content?id=cUi5AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9781433678646,en,420, ,B&H Publishing Group,"{'ratings_count': 5453, 'reviews_count': 14405, 'text_reviews_count': 694, 'average_rating': '4.57', 'rating_dist': {'5-stars': '3757', '4-stars': '1206', '3-stars': '386', '2-stars': '74', '1-star': '30'}}",owned,The Insanity of God,5453,14405,694,4.57
['Paul D. Wegner'],Religion,Traces the history of the Bible from the earliest manuscripts to contemporary translations.,kkVFOTsBOAEC,http://books.google.com/books/content?id=kkVFOTsBOAEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780801027994,en,464, ,Baker Academic,"{'ratings_count': 180, 'reviews_count': 482, 'text_reviews_count': 23, 'average_rating': '4.02', 'rating_dist': {'5-stars': '64', '4-stars': '68', '3-stars': '37', '2-stars': '9', '1-star': '2'}}",history,The Journey from Texts to Translations,180,482,23,4.02
['David Jan Sorkin'],History,"""Sorkin is right to argue that enlightenment and faith went together for most participants in the Enlightenment, and that this is a major topic that has been relatively neglected. He has written an outstanding and eminently accessible book bringing the whole question centrally to scholars' attention. He skillfully demonstrates that all confessions and religious traditions found themselves very much in a common predicament and sought similar solutions.""--Jonathan Israel, Institute for Advanced Study ""Powerfully cogent. Sorkin seeks to show that the 'religious Enlightenment' was not a contradiction in terms but was an integral and central part of the Enlightenment. Anyone interested in the history of the Enlightenment in particular or the eighteenth century in general will want to read this book. Sorkin is one of the leading scholars working in the field. His scholarship is as wide as it is deep.""--Tim Blanning, University of Cambridge",pg2M3Skk91YC,http://books.google.com/books/content?id=pg2M3Skk91YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0691135029,en,339, ,Princeton University Press,"{'ratings_count': 16, 'reviews_count': 74, 'text_reviews_count': 2, 'average_rating': '3.69', 'rating_dist': {'5-stars': '4', '4-stars': '6', '3-stars': '3', '2-stars': '3', '1-star': '0'}}",history,The Religious Enlightenment,16,74,2,3.69
['Joseph Parent'],Sports & Recreation,"The perfect gift for any golfer looking to elevate their game. The best players know that golf is a game of confidence, and most important, concentration–the ability to focus and block out distraction. The goal of achieving clear thought is also at the heart of Buddhist teachings. In his highly original and groundbreaking book, noted PGA coach and Buddhist instructor, Dr. Joseph Parent, draws on this natural connection and teaches golfers how to clear their minds, achieve ultimate focus, and play in the moment for each shot. Zen Golf presents a simple system for building “mental game mastery.” Dr Parent’s unique PAR Approach (focusing on Preparation, Action, and Response to Results) guides golfers with specific techniques for each aspect of their games. In chapters such as “How to Get From the Practice Tee to the First Tee”, “You Produce What You Fear”, and “How to Enjoy a Bad Round of Golf”, the author shares a personal teaching regimen that has helped improve the games of professionals and amateurs alike. By combining classic insights and stories from Zen tradition, Zen Golf helps eliminate the mental distractions that routinely cause poor shots and loss of concentration, allowing golfers to feel in “the zone” that professionals have learned to master. Clear, concise, and enlightening, Zen Golf shows golfers how to prepare for, execute, and equally important, respond the results of any golf shot. A different approach to golf instruction, this book shapes ancient philosophies into new teachings.",otNcY4awaX4C,http://books.google.com/books/content?id=otNcY4awaX4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0385507151,en,224, ,Doubleday,"{'ratings_count': 1105, 'reviews_count': 2125, 'text_reviews_count': 58, 'average_rating': '4.10', 'rating_dist': {'5-stars': '441', '4-stars': '402', '3-stars': '211', '2-stars': '39', '1-star': '12'}}",owned-hardcover,Zen Golf,1105,2125,58,4.10
['Richard Bauckham'],Religion,"The Book of Revelation is a work of profound theology. But its literary form makes it impenetrable to many modern readers and open to all kinds of misinterpretations. Richard Bauckham explains how the book's imagery conveyed meaning in its original context and how the book's theology is inseparable from its literary structure and composition. Revelation is seen to offer not an esoteric and encoded forecast of historical events but rather a theocentric vision of the coming of God's universal kingdom, contextualised in the late first-century world dominated by Roman power and ideology. It calls on Christians to confront the political idolatries of the time and to participate in God's purpose of gathering all the nations into his kingdom. Once Revelation is properly grounded in its original context it is seen to transcend that context and speak to the contemporary church. This study concludes by highlighting Revelation's continuing relevance for today.",So0hIAMtTs0C,http://books.google.com/books/content?id=So0hIAMtTs0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0521356911,en,177, ,Cambridge University Press,"{'ratings_count': 656, 'reviews_count': 1612, 'text_reviews_count': 64, 'average_rating': '4.33', 'rating_dist': {'5-stars': '341', '4-stars': '211', '3-stars': '87', '2-stars': '15', '1-star': '2'}}",biblical-theology,The Theology of the Book of Revelation,656,1612,64,4.33
['Miroslav Volf'],Religion,"Life at the end of the twentieth century presents us with a disturbing reality. Otherness, the simple fact of being different in some way, has come to be defined as in and of itself evil. Miroslav Volf contends that if the healing word of the gospel is to be heard today, Christian theology must find ways of speaking that address the hatred of the other. Reaching back to the New Testament metaphor of salvation as reconciliation, Volf proposes the idea of embrace as a theological response to the problem of exclusion. Increasingly we see that exclusion has become the primary sin, skewing our perceptions of reality and causing us to react out of fear and anger to all those who are not within our (ever-narrowing) circle. In light of this, Christians must learn that salvation comes, not only as we are reconciled to God, and not only as we ""learn to live with one another"", but as we take the dangerous and costly step of opening ourselves to the other, of enfolding him or her in the same embrace with which we have been enfolded by God.",qR1rEuksa64C,http://books.google.com/books/content?id=qR1rEuksa64C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9781426712333,en,233, ,Abingdon Press,"{'ratings_count': 2069, 'reviews_count': 5385, 'text_reviews_count': 135, 'average_rating': '4.27', 'rating_dist': {'5-stars': '1060', '4-stars': '653', '3-stars': '253', '2-stars': '68', '1-star': '35'}}",christianity,Exclusion & Embrace,2069,5385,135,4.27
['Timothy Insoll'],Religion,"A comprehensive overview, by period and region, of the archaeology of ritual and religion. The coverage is global, and extends from the earliest prehistory to modern times. Written by over sixty renowned specialists, the Handbook presents the very best in current scholarship, and will also stimulate further research.",U4_ylNNHBy4C,http://books.google.com/books/content?id=U4_ylNNHBy4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780199232444,en,1108, ,Oxford University Press,"{'ratings_count': 6, 'reviews_count': 32, 'text_reviews_count': 2, 'average_rating': '4.50', 'rating_dist': {'5-stars': '4', '4-stars': '1', '3-stars': '1', '2-stars': '0', '1-star': '0'}}",masters-degree,The Oxford Handbook of the Archaeology of Ritual and Religion,6,32,2,4.50
['Mircea Eliade'],Religion,"A noted historian of religion traces manifestations of the sacred from primitive to modern times, in terms of space, time, nature and the cosmos, and life itself. Index. Translated by Willard Trask.",zBzzv977CLgC,http://books.google.com/books/content?id=zBzzv977CLgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,015679201X,en,256, ,Houghton Mifflin Harcourt,"{'ratings_count': 6208, 'reviews_count': 15869, 'text_reviews_count': 239, 'average_rating': '4.10', 'rating_dist': {'5-stars': '2493', '4-stars': '2236', '3-stars': '1150', '2-stars': '241', '1-star': '88'}}",religion,The Sacred and the Profane,6208,15869,239,4.10
['Saint Ignatius (of Loyola)'],Biography & Autobiography,"Saint Ignatius of Loyola was a man who saw above and beyond his century, a man of vision and calm hope, who could step comfortably into our era and the Church of our time and show us how to draw closer to Christ. Ignatius' autobiography spans eighteen very important years of this saint's 65-year life…from his wounding at Pamplona (1521) through his conversion, his university studies and his journey to Rome in order to place his followers and himself at the disposal of the Pope. These critical years reveal the incredible transformation and spiritual growth in the soul of a great saint and the events that helped to bring about that change in his life. This classic work merits a long life. Apart from providing a splendid translation of the saint's original text, Father Tylenda has included an informative commentary which enables the modern reader to grasp various allusions in the text-and to gain a better view of a saintly man baring his soul.",Mi3EXeX5bnYC,http://books.google.com/books/content?id=Mi3EXeX5bnYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0898708109,en,204, ,Ignatius Press,"{'ratings_count': 720, 'reviews_count': 1747, 'text_reviews_count': 68, 'average_rating': '3.74', 'rating_dist': {'5-stars': '207', '4-stars': '222', '3-stars': '206', '2-stars': '64', '1-star': '21'}}",religion,A Pilgrim's Journey,720,1747,68,3.74
['Matthew Kelly'],History,"Counsels readers on how to transcend daily stresses to attain a deeper understanding of one's true purpose, discussing such strategies as identifying and attending to actual needs and making self-supporting commitments.",aSVMepyMsgkC,http://books.google.com/books/content?id=aSVMepyMsgkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0743265106,en,320, ,Simon and Schuster,"{'ratings_count': 2147, 'reviews_count': 8616, 'text_reviews_count': 205, 'average_rating': '4.24', 'rating_dist': {'5-stars': '1101', '4-stars': '618', '3-stars': '306', '2-stars': '81', '1-star': '41'}}",self-improvement,The Rhythm of Life,2147,8616,205,4.24
['Derek Prince'],Religion,"One of the most personal and powerful acts a Christian can engage in is prayer. Yet many believers struggle with their prayer lives, wondering whether they are really making a difference and how they can be more effective. Delving deep into the biblical understanding of prayer, beloved author and leader Derek Prince shows readers the secret to leading a dynamic prayer life, how to receive what they ask for, and how to align themselves with the heart of God. Practical strategies like fasting, biblical study, discipline, and consistency are extensively explained and illustrated by powerful testimonies. This is a life-changing book.",vRn2HXK0hc0C,http://books.google.com/books/content?id=vRn2HXK0hc0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1441204156,en,, ,Chosen Books,"{'ratings_count': 488, 'reviews_count': 2258, 'text_reviews_count': 29, 'average_rating': '4.46', 'rating_dist': {'5-stars': '317', '4-stars': '109', '3-stars': '41', '2-stars': '10', '1-star': '11'}}",christian-books,Secrets of a Prayer Warrior,488,2258,29,4.46
"['Rick Warren', 'Dr. Daniel Amen', 'Dr. Mark Hyman']",Health & Fitness,"Revolutionize Your Health ... Once and for All During an afternoon of baptizing over 800 people, Pastor Rick Warren realized it was time for change. He told his congregation he needed to lose weight and asked if anyone wanted to join him. He thought maybe 200 people would sign up, instead he witnessed a movement unfold as 15,000 people lost over 260,000 pounds in the first year. With assistance from medical and fitness experts, Pastor Rick and thousands of people began a journey to transform their lives. Welcome to The Daniel Plan. Here’s the secret sauce: The Daniel Plan is designed to be done in a supportive community relying on God’s instruction for living. When it comes to getting healthy, two are always better than one. Our research has revealed that people getting healthy together lose twice as much weight as those who do it alone. God never meant for you to go through life alone and that includes the journey to health. Unlike the thousands of other books on the market, this book is not about a new diet, guilt-driven gym sessions, or shame-driven fasts. The Daniel Plan shows you how the powerful combination of faith, fitness, food, focus, and friends will change your health forever, transforming you in the most head-turning way imaginably—from the inside out.",6Qs5AAAAQBAJ,http://books.google.com/books/content?id=6Qs5AAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780310344308,en,272, ,Zondervan,"{'ratings_count': 2944, 'reviews_count': 8034, 'text_reviews_count': 266, 'average_rating': '3.97', 'rating_dist': {'5-stars': '1040', '4-stars': '1062', '3-stars': '615', '2-stars': '164', '1-star': '63'}}",default,The Daniel Plan,2944,8034,266,3.97
"['John Bevere', 'Bill Lawrence']",Religion,"According to the author, to walk in true spiritual authority, a believer must be submitted to God's sovereign authority. Bevere shows readers how the submission to this divine order grants the Kingdom's provision and protection.",9Y3GDWBzsFAC,http://books.google.com/books/content?id=9Y3GDWBzsFAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780785269915,en,240, ,Harper Collins,"{'ratings_count': 1245, 'reviews_count': 3215, 'text_reviews_count': 93, 'average_rating': '4.36', 'rating_dist': {'5-stars': '754', '4-stars': '295', '3-stars': '121', '2-stars': '36', '1-star': '39'}}",read-old,Under Cover,1245,3215,93,4.36
['I. Howard Marshall'],Religion,"Marshall's commentary on the Book of Acts is a contribution to the Tyndale New Testament Commentaries, a popular study aid designed to help the general Bible reader understand clearly what the text actually says and what it means without going into scholarly technicalities.",IhXO3JDUC9AC,http://books.google.com/books/content?id=IhXO3JDUC9AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0802814239,en,427, ,Wm. B. Eerdmans Publishing,"{'ratings_count': 122, 'reviews_count': 400, 'text_reviews_count': 14, 'average_rating': '3.90', 'rating_dist': {'5-stars': '31', '4-stars': '53', '3-stars': '34', '2-stars': '3', '1-star': '1'}}",comm,The Acts of the Apostles,122,400,14,3.90
['Leland Ryken'],Religion,"A guide to the literary aspects of the Bible. Surveys such biblical forms as narrative or story, poetry, proverb, gospel, parable epistle, etc. Discusses the literary unity of the Bible.",gsDlrNufwhAC,http://books.google.com/books/content?id=gsDlrNufwhAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780310390213,en,208, ,Zondervan,"{'ratings_count': 304, 'reviews_count': 880, 'text_reviews_count': 35, 'average_rating': '3.89', 'rating_dist': {'5-stars': '86', '4-stars': '115', '3-stars': '88', '2-stars': '14', '1-star': '1'}}",bible-study,How to Read the Bible as Literature,304,880,35,3.89
"['St. Ignatius of Loyola', 'Wyatt North']",Religion,"The Spiritual Exercises of St. Ignatius of Loyola, (composed from 1522-1524) are a set of Christian meditations, prayers and mental exercises, divided into four thematic 'weeks' of variable length, designed to be carried out over a period of 28 to 30 days. They were composed with the intention of helping the retreatant to discern Jesus in his life, leading then to a personal commitment to follow it. Though the underlying spiritual outlook is Catholic, the exercises are often made nowadays by non-Catholics. The 'Spiritual Exercises' booklet was formally approved in 1548 by Paul III. To this day, the Spiritual Exercises remain an integral part of the Novitiate training period of the Roman Catholic religious order of Jesuits. Also, many local Jesuit outreach programs throughout the world offer retreats for the general public in which the Exercises are employed.",F6tNAgAAQBAJ,http://books.google.com/books/content?id=F6tNAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9781610610506,en,, ,"Wyatt North Publishing, LLC","{'ratings_count': 2617, 'reviews_count': 7370, 'text_reviews_count': 71, 'average_rating': '4.18', 'rating_dist': {'5-stars': '1308', '4-stars': '713', '3-stars': '424', '2-stars': '110', '1-star': '62'}}",spirituality,The Spiritual Exercises,2617,7370,71,4.18
['Bruce K. Waltke'],Religion,"Over twenty-five years in the making, this much-anticipated commentary promises to be the standard study of Proverbs for years to come. Written by eminent Old Testament scholar Bruce Waltke, this two-volume commentary is unquestionably the most comprehensive work on Proverbs available. Grounded in the new literary criticism that has so strengthened biblical interpretation of late, Waltke's commentary on Proverbs demonstrates the profound, ongoing relevance of this Old Testament book for Christian faith and life. A thorough introduction addresses such issues as text and versions, structure, authorship, and theology. The detailed commentary itself explains and elucidates Proverbs as ""theological literature."" Waltke's highly readable style -- evident even in his original translation of the Hebrew text -- makes his scholarly work accessible to teachers, pastors, Bible students, and general readers alike.",kboLy_NBxc4C,http://books.google.com/books/content?id=kboLy_NBxc4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0802825451,en,729, ,Wm. B. Eerdmans Publishing,"{'ratings_count': 118, 'reviews_count': 374, 'text_reviews_count': 11, 'average_rating': '4.44', 'rating_dist': {'5-stars': '68', '4-stars': '38', '3-stars': '9', '2-stars': '2', '1-star': '1'}}",religion,"The Book of Proverbs, Chapters 1-15",118,374,11,4.44
['Ahmad Mansur Suryanegara'],History,"API SEJARAH 1 dan 2, menuturkan kembali juang jihad melancarkan perlawanan bersenjata terhadap penjajah Barat Kerajaan Katolik Portugis dan Kerajaan Protestan Belanda. Dan kerja keras para Ulama Warosatul Ambiya bersama Santri membangun kesatuan dan persatuan membela negara RI Proklamasi 17 Agustus 1945. Ulama dan Santri bersama pemerintah dan TNI menumpas Kudeta PKI. Membubarkan RIS dan menegakkan NKRI 17 Agustus 1950. Dengan melalui Partai Politik Islam Indonesia Masjumi, mengesahkan Lambang Negara Garuda Pantjasila (1950) dan menyelenggarakan Pemilu DPR dan Konstituante (1955). Ulama dan Santri tidak pernah absen dalam perjalanan Sejarah Bangsa dan Negara, hingga hari ini",0AMxDwAAQBAJ,http://books.google.com/books/content?id=0AMxDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9786027123717,id,597, ,Surya Dinasti,"{'ratings_count': 926, 'reviews_count': 4610, 'text_reviews_count': 83, 'average_rating': '4.34', 'rating_dist': {'5-stars': '578', '4-stars': '201', '3-stars': '69', '2-stars': '40', '1-star': '38'}}",history,Api Sejarah 1,926,4610,83,4.34
['Anthony C. Thiselton'],Religion,"Here, Anthony Thiselton brings together his encyclopedic knowledge of hermeneutics and his nearly four decades of teaching on the subject to provide an ideal textbook which takes the reader through the time-honoured interpretation techniques of the past and on to modern times.",oDI6FrROli4C,http://books.google.com/books/content?id=oDI6FrROli4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780802864109,en,424, ,Wm. B. Eerdmans Publishing,"{'ratings_count': 111, 'reviews_count': 322, 'text_reviews_count': 27, 'average_rating': '3.74', 'rating_dist': {'5-stars': '30', '4-stars': '37', '3-stars': '32', '2-stars': '9', '1-star': '3'}}",philosophy,Hermeneutics,111,322,27,3.74
['Timothy Keller'],Religion,"“Incredibly rich with wisdom and insight that will leave the reader, whether single or married, feeling uplifted.” —The Washington Times Based on the acclaimed sermon series by New York Times bestselling author Timothy Keller, this book shows everyone—Christians, skeptics, singles, longtime married couples, and those about to be engaged—the vision of what marriage should be according to the Bible. Modern culture would have you believe that everyone has a soul mate; that romance is the most important part of a successful marriage; that your spouse is there to help you realize your potential; that marriage does not mean forever, but merely for now; and that starting over after a divorce is the best solution to seemingly intractable marriage issues. But these modern-day assumptions are wrong. Timothy Keller, with insights from Kathy, his wife of thirty-seven years, shows marriage to be a glorious relationship that is also misunderstood and mysterious. The Meaning of Marriage offers instruction on how to have a successful marriage, and is essential reading for anyone who wants to know God and love more deeply in this life. Look out for Timothy Keller's latest book, The Songs of Jesus. From the Trade Paperback edition.",k2D71rZFKO4C,http://books.google.com/books/content?id=k2D71rZFKO4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9781101548042,en,236, ,Penguin,"{'ratings_count': 20508, 'reviews_count': 48875, 'text_reviews_count': 1413, 'average_rating': '4.47', 'rating_dist': {'5-stars': '12430', '4-stars': '5977', '3-stars': '1582', '2-stars': '344', '1-star': '175'}}",religion,The Meaning of Marriage,20508,48875,1413,4.47
['Eric L. Johnson'],Religion,"How are Christians to understand and undertake the discipline of psychology? This question has been of keen interest (and sometimes concern) to Christians because of the importance we place on a correct understanding of human nature. Psychology can sometimes seem disconnected from, if not antithetical to, Christian perspectives on life. How are we to understand our Christian beliefs about persons in relation to secular psychological beliefs? This revised edition of a widely appreciated text now presents five models for understanding the relationship between psychology and Christianity. All the essays and responses have been reworked and updated with some new contributors including the addition of a new perspective, the transformative view from John Coe and Todd Hall (Biola University). Also found here is David Powlison (Westminster Theological Seminary) who offers the biblical counseling model. The levels-of-explanation model is advanced by David G. Myers (Hope College), while Stanton L. Jones (Wheaton College) offers an entirely new chapter presenting the integration model. The Christian psychology model is put forth by Robert C. Roberts (Baylor University) now joined by Paul J. Watson (University of Tennesee, Chattanooga). Each of the contributors responds to the other essayists, noting points of agreement as well as problems they see. Eric L. Johnson provides a revised introduction that describes the history of Christians and psychology, as well as a conclusion that considers what might unite the five views and how a reader might evaluate the relative strengths and weaknesses of each view. Psychology and Christianity: Five Views has become a standard introductory textbook for students and professors of Christian psychology. This revision promises to keep it so.",l5sVfo0ihycC,http://books.google.com/books/content?id=l5sVfo0ihycC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780830876617,en,, ,InterVarsity Press,"{'ratings_count': 233, 'reviews_count': 688, 'text_reviews_count': 30, 'average_rating': '3.71', 'rating_dist': {'5-stars': '47', '4-stars': '97', '3-stars': '71', '2-stars': '11', '1-star': '7'}}",want-to-read-psychology-counseling,Psychology & Christianity,233,688,30,3.71
['Amina Wadud'],Social Science,"Fourteen centuries of Islamic thought have produced a legacy of interpretive readings of the Qu'ran written almost entirely by men. Now, with Qu'ran and Woman, Amina Wadud provides a first interpretive reading by a woman, a reading which validates the female voice in the Qu'ran and brings it out of the shadows. Muslim progressives have long argued that it is not the religion but patriarchal interpretation and implementation of the Qu'ran that have kept women oppressed. For many, the way to reform is the reexamination and reinterpretation of religious texts. Qu'ran and Woman contributes a gender inclusive reading to one of the most fundamental disciplines in Islamic thought, Qu'ranic exegesis. Wadud breaks down specific texts and key words which have been used to limit women's public and private role, even to justify violence toward Muslim women, revealing that their original meaning and context defy such interpretations. What her analysis clarifies is the lack of gender bias, precedence, or prejudice in the essential language of the Qur'an. Despite much Qu'ranic evidence about the significance of women, gender reform in Muslim society has been stubbornly resisted. Wadud's reading of the Qu'ran confirms women's equality and constitutes legitimate grounds for contesting the unequal treatment that women have experienced historically and continue to experience legally in Muslim communities. The Qu'ran does not prescribe one timeless and unchanging social structure for men and women, Wadud argues lucidly, affirming that the Qu'ran holds greater possibilities for guiding human society to a more fulfilling and productive mutual collaboration between men and women than as yet attained by Muslims or non-Muslims.",PjeHD2soxaEC,http://books.google.com/books/content?id=PjeHD2soxaEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0198029438,en,145, ,Oxford University Press,"{'ratings_count': 1767, 'reviews_count': 4921, 'text_reviews_count': 64, 'average_rating': '4.24', 'rating_dist': {'5-stars': '977', '4-stars': '404', '3-stars': '268', '2-stars': '73', '1-star': '45'}}",religion,Qur'an and Woman,1767,4921,64,4.24
['Thomas S. Asbridge'],History,"Gripping account of a titanic three-year adventure filled with miraculous victories, greedy princes, and barbarity on a vast scale.",sIJlMsv8gVIC,http://books.google.com/books/content?id=sIJlMsv8gVIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0195178238,en,408, ,Oxford University Press on Demand,"{'ratings_count': 1269, 'reviews_count': 3783, 'text_reviews_count': 104, 'average_rating': '4.10', 'rating_dist': {'5-stars': '468', '4-stars': '527', '3-stars': '225', '2-stars': '37', '1-star': '12'}}",history,The First Crusade,1269,3783,104,4.10
['Henry H. Halley'],Religion,"Clear. Simple. Easy to read. Now in full color for its twenty-fifth edition, this world-renowned Bible handbook is treasured by generations of Bible readers for its clarity, insight, and usefulness. Halley’s Bible Handbook makes the Bible’s wisdom and message accessible. You will develop an appreciation for the cultural, religious, and geographic settings in which the story of the Bible unfolds. You will see how its different themes fit together in a remarkable way. And you will see the heart of God and the person of Jesus Christ revealed from Genesis to Revelation. Written for both mind and heart, this expanded edition of Halley’s Bible Handbook retains Dr. Halley’s highly personal style. It features brilliant maps, photographs, and illustrations; contemporary four-color design; Bible references in the easy-to-read, bestselling New International Version; practical Bible reading programs; helpful tips for Bible study; fascinating archaeological information; easy-to-understand sections on how we got the Bible and on church history; and improved indexes.",31RZSpuezxQC,http://books.google.com/books/content?id=31RZSpuezxQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780310877011,en,864, ,Zondervan Academic,"{'ratings_count': 237, 'reviews_count': 690, 'text_reviews_count': 14, 'average_rating': '4.35', 'rating_dist': {'5-stars': '132', '4-stars': '65', '3-stars': '32', '2-stars': '6', '1-star': '2'}}",religion,Halley's Bible Handbook with the New International Version---Deluxe Edition,237,690,14,4.35
['James C. Dobson'],Religion,"Here’s sensible advice and caring encouragement on raising boys from the nation’s most trusted parenting authority, Dr. James Dobson. With so much confusion about the role of men in our society, it’s no wonder so many parents and teachers are asking questions about how to bring up boys. Why are so many boys in crisis? What qualities should we be trying to instill in young males? Our culture has vilified masculinity and, as a result, an entire generation of boys is growing up without a clear idea of what it means to be a man. In the runaway bestseller Bringing Up Boys, Dr. Dobson draws from his experience as a child psychologist and family counselor, as well as extensive research, to offer advice and encouragement based on a firm foundation of biblical principles.",AuWdYvNiekYC,http://books.google.com/books/content?id=AuWdYvNiekYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1414341474,en,245, ,"Tyndale House Publishers, Inc.","{'ratings_count': 6356, 'reviews_count': 12291, 'text_reviews_count': 616, 'average_rating': '3.92', 'rating_dist': {'5-stars': '2269', '4-stars': '2186', '3-stars': '1264', '2-stars': '392', '1-star': '245'}}",religion,Bringing Up Boys,6356,12291,616,3.92
['Kim Phuc Phan Thi'],Religion,"Get out! Run! We must leave this place! They are going to destroy this whole place! Go, children, run first! Go now! These were the final shouts nine year-old Kim Phuc heard before her world dissolved into flames—before napalm bombs fell from the sky, burning away her clothing and searing deep into her skin. It’s a moment forever captured, an iconic image that has come to define the horror and violence of the Vietnam War. Kim was left for dead in a morgue; no one expected her to survive the attack. Napalm meant fire, and fire meant death. Against all odds, Kim lived—but her journey toward healing was only beginning. When the napalm bombs dropped, everything Kim knew and relied on exploded along with them: her home, her country’s freedom, her childhood innocence and happiness. The coming years would be marked by excruciating treatments for her burns and unrelenting physical pain throughout her body, which were constant reminders of that terrible day. Kim survived the pain of her body ablaze, but how could she possibly survive the pain of her devastated soul? Fire Road is the true story of how she found the answer in a God who suffered Himself; a Savior who truly understood and cared about the depths of her pain. Fire Road is a story of horror and hope, a harrowing tale of a life changed in an instant—and the power and resilience that can only be found in the power of God’s mercy and love.",tRGXDgAAQBAJ,http://books.google.com/books/content?id=tRGXDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9781496424327,en,, ,NavPress,"{'ratings_count': 771, 'reviews_count': 2356, 'text_reviews_count': 168, 'average_rating': '4.42', 'rating_dist': {'5-stars': '442', '4-stars': '228', '3-stars': '81', '2-stars': '19', '1-star': '1'}}",history,Fire Road,771,2356,168,4.42
['Alan W. Watts'],Philosophy,"The Way of Zen begins as a succinct guide through the histories of Buddhism and Taoism leading up to the development of Zen Buddhism, which drew deeply from both traditions. It then goes on to paint a broad but insightful picture of Zen as it was and is practiced, both as a religion and as an element of diverse East Asian arts and disciplines. Watts's narrative clears away the mystery while enhancing the mystique of Zen. Since the first publication of this book in 1957, Zen Buddhism has become firmly established in the West. As Zen has taken root in Western soil, it has incorporated much of the attitude and approach set forth by Watts in The Way of Zen, which remains one of the most important introductory books in Western Zen.",5NuOYxuDbS0C,http://books.google.com/books/content?id=5NuOYxuDbS0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9780307784346,en,256, ,Vintage,"{'ratings_count': 14767, 'reviews_count': 41799, 'text_reviews_count': 542, 'average_rating': '4.18', 'rating_dist': {'5-stars': '6362', '4-stars': '5382', '3-stars': '2466', '2-stars': '426', '1-star': '131'}}",philosophy,The Way of Zen,14767,41799,542,4.18
